       WC_TA        RE_TA      EBIT_TA     MVE_BVTD         S_TA       Rating
     0.39700      0.66300      0.07200     17.49100      1.10200          AAA
    -0.00500      0.06100      0.03200      0.81700      0.16100          BBB
     0.15000      0.38600      0.05400      3.34800      0.47600          AAA
     0.25000      0.39600      0.06500      1.21900      0.30700          BBB
     0.06400      0.16400      0.05000      1.67600      0.27800          BBB
     0.20700      0.15800      0.06500      0.73900      0.14800          BBB
     0.06200      0.22500      0.04800      2.24500      0.48000            A
     0.17200      0.21300      0.06100      0.71500      0.15900           BB
     0.33200      0.62600      0.08100      4.30300      0.54100          AAA
     0.40000      0.26200      0.08800      0.91700      0.17700          BBB
     0.11300      0.07500      0.05700      0.35600      0.09600            B
     0.44600      0.64400      0.08200      4.92000      0.71600          AAA
     0.02400     -0.09500      0.03900      0.28600      0.09300            B
     0.08000      0.27200      0.04400      2.16900      0.45700            A
     0.20900      0.26500      0.06100      1.08100      0.23700          BBB
     0.04100      0.12900      0.04100      0.73500      0.21600          BBB
     0.06100      0.28200      0.05100      1.88000      0.28400            A
     0.24000      0.26000      0.05800      0.89500      0.20100          BBB
     0.05200      0.11300      0.04000      0.69800      0.17800           BB
     0.20000      0.39700      0.07600      2.20300      0.24300            A
     0.28900      0.36800      0.06700      2.79000      0.41800           AA
    -0.03700     -0.12800      0.01500      0.64700      0.16600           BB
     0.26500      0.24200      0.06400      0.94100      0.22000          BBB
     0.22100      0.37700      0.06100      1.32700      0.32900            A
    -0.02300      0.07600      0.02100      0.83200      0.31900          BBB
     0.06700      0.09500      0.04600      0.44700      0.13200            B
     0.13400      0.10100      0.05700      1.56900      0.33400          BBB
    -0.00900      0.02500      0.03700      0.60700      0.16100           BB
     0.43600      0.35800      0.10200      0.58700      0.09900          BBB
     0.02000      0.13300      0.04600      0.63800      0.21900          BBB
     0.17100      0.20900      0.05900      0.81100      0.27400          BBB
    -0.00600      0.13100      0.02900      1.67800      0.30600          BBB
     0.06500      0.04900      0.04400      0.54100      0.12200           BB
     0.14400      0.23800      0.05600      1.44700      0.31800          BBB
     0.16200      0.37500      0.05400      3.87400      0.48200           AA
     0.04900      0.09400      0.03600      0.62300      0.26900           BB
     0.49800      0.75700      0.11500      7.48100      0.79700          AAA
     0.33300      0.42700      0.07400      1.15400      0.22000          BBB
     0.10200      0.23000      0.06000      1.07900      0.21300          BBB
     0.03900      0.09700      0.03400      1.09800      0.30300          BBB
     0.23300      0.21000      0.06300      0.68000      0.18100          BBB
     0.27300      0.23100      0.06700      0.59100      0.14700          BBB
     0.39600      0.48700      0.07500      3.60200      0.50700          AAA
     0.09800      0.14100      0.05000      0.72000      0.12400           BB
     0.30400      0.55500      0.07700      2.58200      0.36600           AA
     0.55000      0.68400      0.11000      7.28200      0.56500          AAA
     0.01600     -0.00800      0.03900      0.46200      0.12600           BB
     0.13000      0.17500      0.04500      1.33400      0.28700          BBB
     0.09500      0.28600      0.04700      2.44800      0.42700            A
     0.05800      0.16100      0.04200      1.03600      0.26000          BBB
     0.05200      0.21400      0.03800      1.69000      0.46200            A
     0.13100      0.12100      0.05900      0.44900      0.11400           BB
     0.27300      0.36200      0.06400      1.21700      0.26900          BBB
     0.28500      0.43500      0.07500      2.48000      0.37400           AA
    -0.03400     -0.18900      0.01800      0.35300      0.11200            B
     0.02800      0.26600      0.03800      2.73100      0.57200           AA
    -0.09700     -0.63600      0.01200      0.17800      0.09300          CCC
     0.04500      0.08200      0.04900      0.45600      0.24500           BB
     0.13000      0.15900      0.05200      0.41400      0.11100           BB
     0.29600      0.37600      0.07100      2.36300      0.32900            A
    -0.03400     -0.02300      0.01700      1.12400      0.19700          BBB
     0.11200      0.19500      0.04400      0.77500      0.22700          BBB
    -0.08100     -0.23100      0.03100      0.37200      0.13900            B
     0.22100      0.35600      0.06500      2.70300      0.40400           AA
     0.16900      0.37200      0.05000      1.22900      0.30700            A
     0.00900      0.30300      0.04100      4.46500      0.59600          AAA
     0.15100      0.29400      0.05800      1.97800      0.31900            A
     0.03300      0.13800      0.04200      0.96700      0.17800          BBB
     0.03800     -0.12900      0.03600      0.30300      0.16800            B
     0.04500     -0.02600      0.04900      0.25200      0.10700           BB
     0.35200      0.75900      0.08300      8.84600      0.78200          AAA
     0.31200      0.36300      0.07800      1.58500      0.32300            A
     0.20500      0.61500      0.06800     14.60800      1.20800          AAA
     0.37800      0.37800      0.08800      0.66500      0.17300           BB
     0.14500      0.38600      0.05000      3.57800      0.46700          AAA
    -0.07200     -0.10300      0.01800      0.76700      0.27800            B
    -0.05300     -0.16200      0.02000      0.42800      0.19500            B
     0.04200      0.09400      0.03900      0.57100      0.19600           BB
    -0.02200     -0.28600      0.04300      0.27400      0.08300           BB
     0.06300      0.27900      0.04400      1.47900      0.34500          BBB
    -0.14400     -0.58900      0.00000      0.21100      0.13600            B
    -0.01900     -0.20700      0.02900      0.32100      0.16000            B
     0.19300     -1.03200      0.05500      0.02300      0.03200          CCC
    -0.01000      0.26400      0.01600      5.07400      0.69200          AAA
    -0.04500     -0.03900      0.00900      0.60900      0.24800            B
     0.41900      0.66700      0.08600      4.63100      0.62200          AAA
     0.07600      0.23000      0.04100      1.12400      0.25300          BBB
     0.07700      0.07100      0.04700      0.65100      0.18400           BB
    -0.53600     -0.97600     -0.08700      0.25100      0.34800          CCC
     0.11200      0.25600      0.05600      1.79000      0.36300            A
     0.07000      0.31900      0.03700      5.46100      0.82900          AAA
     0.16000      0.35100      0.05500      2.20900      0.31200            A
     0.06100      0.13700      0.04600      0.68700      0.18900          BBB
     0.40600      0.61600      0.08200      3.14100      0.39500          AAA
     0.02200      0.23100      0.04300      2.85900      0.47200           AA
     0.28500      0.31600      0.06500      1.23800      0.17400          BBB
     0.33400      0.68400      0.07500      5.77800      0.67000          AAA
    -0.01000     -0.13600      0.02400      0.26200      0.10100            B
     0.00300     -0.00600      0.03200      0.41500      0.11600           BB
    -0.60100     -2.04000     -0.36200      0.08100      0.17900          CCC
    -0.13400      0.34500     -0.01200     17.79100      1.19100          AAA
     0.08100      0.18900      0.04600      0.99500      0.18400           BB
    -0.01300     -0.21700      0.03700      0.42300      0.10100            B
     0.01300     -0.44200      0.02400      0.25800      0.10300          CCC
     0.01500      0.14100      0.03600      1.80700      0.45400            A
     0.06200      0.21900      0.05600      1.03900      0.19900           BB
     0.21900      0.30900      0.05600      1.08300      0.20800          BBB
     0.30000      0.40300      0.08100      2.16400      0.22300           AA
     0.11800      0.21900      0.03800      4.55900      0.75500          AAA
     0.31800      0.35000      0.07900      1.27000      0.23700          BBB
    -0.01600     -0.04800      0.02900      0.51700      0.17400           BB
     0.13600      0.16400      0.05400      0.92500      0.21400          BBB
     0.12100      0.20300      0.05400      0.43100      0.16100           BB
     0.13900      0.21800      0.05800      1.07300      0.37900          BBB
     0.00600      0.14800      0.03900      2.16000      0.40200          BBB
     0.23900      0.23400      0.06100      0.91200      0.19700           BB
     0.03400      0.14400      0.04500      0.70600      0.22300           BB
     0.38200      0.60000      0.08600      4.12600      0.68400          AAA
     0.23700      0.32300      0.06200      1.68000      0.28800            A
     0.11900      0.06400      0.06100      0.22300      0.08900           BB
    -0.11100      0.08500     -0.00100      3.25700      0.49300           AA
     0.18400      0.04300      0.05200      0.37800      0.08800           BB
     0.04600      0.05700      0.04400      0.72100      0.16300           BB
     0.04400      0.17100      0.04400      0.89800      0.30400          BBB
     0.33600      0.56100      0.08000      3.64200      0.52500          AAA
     0.28800      0.62200      0.06600      6.20300      0.79200          AAA
     0.14800      0.29100      0.05700      2.30400      0.39800           AA
     0.03800     -0.54700      0.03800      0.06200      0.09200          CCC
     0.09300      0.08200      0.04700      0.75500      0.22900          BBB
     0.02900      0.13200      0.03600      1.01200      0.27700          BBB
     0.23500      0.33700      0.06300      2.46400      0.31700            A
     0.02200     -0.07900      0.03700      0.30600      0.13200            B
     0.04700      0.29600      0.04800      4.27100      0.56000          AAA
     0.30000      0.09800      0.07800      0.09500      0.04100           BB
     0.15200      0.42000      0.05400      4.54900      0.41900          AAA
     0.11100      0.18500      0.05400      1.04200      0.20900          BBB
     0.19700      0.37500      0.05300      2.58900      0.35800           AA
     0.24300      0.30600      0.06000      1.21500      0.34300          BBB
     0.24900      0.28500      0.06500      1.32000      0.16700          BBB
     0.27000      0.38000      0.06800      1.41800      0.24600            A
     0.01100      0.04000      0.03400      0.49700      0.19500           BB
     0.17700      0.42100      0.06100      3.27700      0.47700           AA
    -0.02700     -0.30500      0.01600      0.25900      0.13500            B
     0.39000      0.37100      0.08300      1.14600      0.36700            A
    -0.03100     -0.08000      0.02800      0.43600      0.22000            B
     0.08200     -0.04400      0.05700      0.18500      0.09200           BB
    -0.04600      0.04400      0.03000      1.03200      0.22000          BBB
     0.16800      0.39400      0.05700      2.56700      0.38400           AA
     0.19600      0.39400      0.06500      1.80600      0.30200          BBB
     0.42200      0.57200      0.08900      2.31800      0.18800           AA
    -0.07500     -0.11200      0.01700      0.59500      0.21500           BB
     0.14900      0.15300      0.05000      1.57200      0.41100          BBB
     0.51600      0.57600      0.10600      2.12100      0.30700            A
     0.14600      0.18200      0.05300      0.90200      0.18800           BB
     0.11200      0.19100      0.05200      0.87700      0.16000          BBB
     0.01200     -0.13400      0.03600      0.37500      0.13000            B
     0.09700      0.18200      0.04500      0.90700      0.18900          BBB
     0.20500      0.41000      0.06200      2.34100      0.40400            A
     0.02300      0.00800      0.03800      0.41800      0.13200           BB
    -0.02300     -0.03900      0.02100      0.48700      0.19300            B
     0.09100      0.11700      0.04300      0.90900      0.26400           BB
    -0.08500     -0.09200      0.02000      0.70600      0.20100           BB
     0.04000     -0.00600      0.03900      0.34100      0.13000           BB
    -0.05200     -0.19900      0.01700      0.33300      0.15300            B
     0.06300      0.13100      0.04100      0.84300      0.29000           BB
     0.18000      0.12400      0.05700      0.44700      0.21000           BB
     0.31800      0.55100      0.07000      4.57300      0.33900          AAA
     0.05400      0.11200      0.06000      0.45000      0.18400          BBB
     0.36300      0.64200      0.08300      6.29300      0.97600          AAA
     0.15800      0.17400      0.05400      1.03000      0.30200          BBB
     0.39100      0.43700      0.08100      0.80400      0.17700          BBB
     0.00200     -0.38100      0.03800      0.12400      0.06800          CCC
     0.37800      0.63800      0.07600      6.78600      0.77700          AAA
     0.25400      0.34800      0.06800      1.84500      0.27200            A
     0.01200      0.06600      0.03400      0.62700      0.23300           BB
     0.33900      0.44100      0.07600      0.80600      0.16800          BBB
     0.17800      0.32000      0.06000      2.79900      0.36600           AA
    -0.88100     -1.89400     -0.24800      0.21900      0.11000          CCC
    -0.07000     -0.69300      0.01600      0.13100      0.09500            B
     0.03500      0.18700      0.03800      2.18700      0.44500            A
     0.35500      0.48100      0.08100      1.62300      0.24200            A
     0.14900      0.31100      0.05400      2.65500      0.35400           AA
    -0.04300      0.09800      0.02600      2.96500      0.48400           AA
    -0.02700      0.02500      0.02700      1.47100      0.46800           BB
     0.11600      0.24600      0.04900      1.54200      0.42300          BBB
     0.00400      0.08500      0.04400      0.69500      0.21200           BB
     0.04100      0.26900      0.04200      0.71600      0.22200          BBB
     0.14600      0.35600      0.05400      3.62900      0.50700          AAA
     0.26700      0.35600      0.06400      1.94500      0.31000           AA
    -0.11000     -0.02500      0.00500      0.96600      0.32200          BBB
     0.34600      0.37500      0.08700      1.34200      0.23600            A
     0.12900      0.13600      0.05100      0.68900      0.17800           BB
     0.45000      0.71000      0.09300      6.32200      0.68000          AAA
     0.05100      0.13100      0.04400      0.72500      0.22700           BB
     0.26900      0.66100      0.06400      5.87600      0.64200          AAA
     0.11400      0.12900      0.05400      0.66200      0.14100           BB
    -0.05300     -0.30100      0.01500      0.19300      0.10900            B
    -0.15700     -0.62300     -0.00600      0.20200      0.12400          CCC
    -0.04500     -0.12900      0.02100      0.28100      0.10600           BB
     0.33700      0.43300      0.07300      1.28100      0.28700            A
     0.17600      0.39600      0.07100      4.46400      0.61000          AAA
     0.12300      0.26900      0.04700      1.13000      0.21200            A
     0.03700      0.14700      0.03900      1.70000      0.50200          BBB
    -0.02800      0.03300      0.03200      0.98800      0.17900           BB
     0.26700      0.20400      0.06100      1.11400      0.17700          BBB
     0.05200      0.02000      0.04600      0.62300      0.17000           BB
     0.03600      0.13600      0.03800      0.69400      0.26000            B
     0.06000      0.24000      0.04400      1.58000      0.27300          BBB
     0.10900      0.16700      0.05100      0.81600      0.28200           BB
     0.35400      0.14000      0.09300      0.28900      0.07500           BB
    -0.01600      0.20800      0.03500      4.40500      0.73400          AAA
    -0.10600     -0.01000     -0.00400      0.82400      0.28400           BB
     0.24700      0.27500      0.06400      0.90100      0.21700          BBB
     0.18100      0.35500      0.06100      2.17100      0.26300           AA
     0.00200     -0.05100      0.03000      0.39500      0.15900            B
     0.00700     -0.21600      0.03600      0.28000      0.08800            B
     0.37500      0.23700      0.08000      0.19000      0.07600           BB
    -0.09300     -0.01200      0.01800      1.53200      0.34500            A
     0.45400      0.66100      0.10700      2.72400      0.31400           AA
     0.17700      0.30100      0.06100      2.08100      0.26900            A
    -0.01800      0.15800      0.03700      0.77000      0.17600           BB
    -0.01900      0.17500      0.03000      2.56000      0.40000           AA
     0.34200      0.39700      0.07500      1.89000      0.38300            A
     0.10100      0.56100      0.04900      7.20400      0.87600          AAA
     0.21000      0.23200      0.06000      0.79700      0.15300          BBB
    -0.08700     -0.39200      0.01000      0.21900      0.11000            B
     0.00800     -0.08200      0.03500      0.12400      0.08300            B
     0.12700      0.23900      0.05500      1.41700      0.19500            A
     0.07300      0.23300      0.04600      1.64800      0.28300            A
     0.29400      0.32500      0.06700      1.17200      0.19900          BBB
     0.28800      0.27800      0.08000      1.30000      0.22700          BBB
     0.28700      0.34400      0.07100      0.97400      0.26100          BBB
     0.11100      0.12100      0.04300      0.75300      0.17800           BB
    -0.00400      0.21300      0.02900      3.31400      0.34000           AA
     0.04600      0.15200      0.04000      1.45100      0.26700          BBB
     0.21500      0.44400      0.05700      3.10000      0.39200          AAA
     0.11700      0.16300      0.05500      0.25100      0.08800           BB
     0.09800      0.11900      0.04800      0.61100      0.32200            B
     0.03200     -0.03200      0.03800      0.52600      0.22600           BB
     0.13400      0.31000      0.05500      3.78400      0.44200          AAA
     0.54800      0.76400      0.10100      1.77200      0.24500           AA
    -0.01100     -0.59500      0.02200      0.03300      0.06100          CCC
     0.01000      0.12500      0.03300      0.78300      0.19200           BB
     0.13300      0.23800      0.05300      1.44300      0.32400          BBB
     0.26000      0.38300      0.06400      1.45400      0.32900          BBB
     0.20300      0.42400      0.06600      3.94000      0.50500          AAA
     0.45900      0.69200      0.08900      2.70800      0.20400           AA
     0.08600      0.38500      0.04600      3.32400      0.41200          AAA
     0.24500      0.43100      0.06200      2.37200      0.44500           AA
     0.43300      0.12800      0.08800      0.16200      0.12200           BB
     0.08400      0.29800      0.04700      2.41100      0.36100            A
     0.26200      0.41200      0.06500      2.80700      0.41600           AA
     0.12200      0.28400      0.04900      2.00000      0.19700           AA
     0.21000      0.52900      0.06700      2.85300      0.47700           AA
    -0.03300     -0.07700      0.02500      1.34400      0.30100          BBB
     0.19100      0.48100      0.06300      3.24800      0.58700           AA
    -0.09000     -0.02400      0.00200      0.67400      0.28800           BB
     0.02300      0.08900      0.03600      1.12800      0.33700           BB
     0.04800      0.18000      0.04300      1.09100      0.30700          BBB
     0.08800      0.09500      0.05200      0.74600      0.18700          BBB
     0.19500      0.17100      0.06100      1.38400      0.18200          BBB
     0.07500      0.13200      0.05400      0.48800      0.12400           BB
     0.30300      0.44000      0.09100      3.15800      0.37200          AAA
     0.38100      0.47000      0.08200      1.78600      0.23600            A
     0.32100      0.28900      0.07500      0.63100      0.13400           BB
     0.25800      0.42100      0.07400      2.54300      0.35900           AA
     0.16700      0.20000      0.05300      1.11500      0.25600          BBB
     0.19800      0.61400      0.06400     12.77500      0.79600          AAA
     0.10900      0.26500      0.05400      1.69700      0.34500            A
     0.10100      0.12700      0.04400      0.60300      0.18100            B
     0.23300      0.25100      0.06000      0.96500      0.25000          BBB
     0.20400      0.37500      0.06000      1.77800      0.30700            A
     0.24700      0.49300      0.06100      4.64500      0.79400          AAA
    -0.02600      0.05400      0.02600      1.04400      0.32000          BBB
    -0.06800      0.02200      0.02100      1.15100      0.25800           BB
     0.14500      0.34300      0.05100      2.33600      0.44300            A
    -0.07700     -0.12200      0.01600      0.43700      0.21700           BB
     0.12800      0.17900      0.05500      0.77000      0.20500          BBB
     0.26100      0.22000      0.05900      0.86700      0.19600           BB
     0.13100      0.24200      0.05500      1.09900      0.23500          BBB
     0.17300      0.40500      0.04300      4.89900      0.47500          AAA
     0.13600     -0.40900      0.05700      0.15300      0.07300            B
    -0.09100     -0.24100      0.00800      0.56400      0.22700            B
     0.15900      0.18600      0.05700      0.64300      0.16200           BB
     0.02500      0.02600      0.03500      0.35300      0.11400           BB
     0.23300      0.23700      0.07000      1.20200      0.29400          BBB
     0.28800      0.21700      0.06500      0.60900      0.17900           BB
     0.12200      0.21000      0.05100      1.94100      0.47500            A
    -0.02600     -0.04600      0.03200      0.39300      0.12900            B
     0.08900      0.12400      0.04500      0.58900      0.22400           BB
    -0.11800     -0.86100      0.01700      0.09600      0.11600          CCC
    -0.06600      0.00300      0.01900      1.11700      0.28800          BBB
     0.07200      0.10200      0.04500      0.50400      0.11400           BB
     0.05200      0.24000      0.04300      1.45500      0.35500          BBB
     0.32300      0.31600      0.08500      1.09000      0.38400          BBB
     0.07000      0.03000      0.04400      0.43600      0.16800           BB
    -0.15600      0.00100     -0.01900      3.84400      0.48400          AAA
     0.05500      0.05700      0.04200      0.35300      0.11300           BB
     0.06200      0.15400      0.05000      0.82500      0.18600          BBB
     0.22300      0.49600      0.07600      4.42400      0.48300          AAA
    -0.10800     -0.17400      0.01000      0.44000      0.19400            B
     0.22600      0.24500      0.04800      2.03500      0.54200          BBB
     0.26400      0.38200      0.07500      1.48100      0.39300            A
     0.37300      0.61800      0.08000      3.19700      0.41200           AA
     0.21900      0.35800      0.06300      3.25400      0.58500          AAA
    -0.07800      0.03700      0.01200      1.79800      0.34200          BBB
     0.31000      0.44600      0.07500      2.74400      0.51000           AA
     0.28900      0.65100      0.06600      7.57500      0.81300          AAA
     0.11200      0.16100      0.05100      0.69200      0.22300           BB
     0.07900      0.20300      0.04400      0.83500      0.24200           BB
     0.02700      0.16400      0.03300      1.92500      0.33600            A
     0.05700      0.08200      0.04600      0.63400      0.15900           BB
     0.01500     -0.11000      0.04100      0.30500      0.10400           BB
     0.17300      0.39800      0.05500      3.12100      0.55200           AA
    -0.03800     -0.18100      0.02800      0.17100      0.10800            B
     0.27500      0.25100      0.07300      0.62800      0.16300          BBB
     0.35600      0.29000      0.08500      0.49600      0.12000           BB
     0.04200      0.06900      0.04800      0.53900      0.14800           BB
     0.08500      0.19100      0.05200      0.72600      0.12600          BBB
     0.23600      0.31000      0.06800      1.24300      0.28100          BBB
     0.09500      0.20700      0.05500      1.04900      0.24700          BBB
    -0.01700     -0.09000      0.02200      0.58200      0.12100           BB
     0.10700      0.30900      0.04400      2.20900      0.34200            A
     0.01100      0.22600      0.03000      3.16100      0.48900           AA
     0.02900      0.08200      0.04700      0.55100      0.10600          BBB
     0.15300      0.26000      0.05600      1.33900      0.30400          BBB
    -0.02600     -0.02000      0.03000      0.36900      0.10700            B
    -0.10300     -0.38800      0.00400      0.40800      0.14100            B
    -0.05500     -0.16700      0.01700      0.36900      0.16000           BB
    -0.08400     -0.31000      0.00900      0.25200      0.19200            B
    -0.00100     -0.05600      0.03300      0.42900      0.13800           BB
     0.09900      0.27800      0.04300      1.32000      0.18700          BBB
     0.15100      0.17800      0.05800      0.66200      0.21800           BB
     0.11600      0.12200      0.05100      1.17000      0.37100          BBB
     0.34100      0.63400      0.08100      5.84500      0.62600          AAA
     0.00800      0.04000      0.04500      0.51000      0.12400           BB
     0.11400      0.19400      0.05400      0.72100      0.20900          BBB
     0.16200      0.11700      0.05000      0.66200      0.18000           BB
     0.17200      0.36800      0.05700      1.40400      0.25400          BBB
    -0.00200      0.01000      0.03400      0.28800      0.08600           BB
     0.48100      0.69600      0.09900      3.96900      0.53200          AAA
     0.05100      0.17700      0.04200      1.09200      0.23900          BBB
    -0.00500     -0.14700      0.03200      0.26200      0.09800            B
     0.05900      0.17100      0.04200      1.89400      0.22000            A
    -0.04700     -0.19000      0.02500      0.35900      0.29400            B
     0.30300      0.26700      0.06800      0.67500      0.21700           BB
     0.16200      0.27800      0.06100      1.11700      0.26800          BBB
     0.09900      0.19200      0.04900      0.80900      0.17500          BBB
     0.48800      0.40900      0.09600      1.10100      0.27700          BBB
     0.29300      0.50200      0.05900      2.20000      0.41000           AA
     0.04800      0.25800      0.04200      1.18800      0.26000          BBB
    -0.02100      0.09100      0.02400      0.94100      0.20300           BB
    -0.01100     -0.51000      0.03200      0.06100      0.06900            B
     0.25600      0.45900      0.05900      3.83000      0.41600          AAA
     0.24400      0.40700      0.07000      1.39200      0.25400          BBB
     0.19600      0.35100      0.06600      2.04300      0.28000            A
     0.17100      0.66600      0.05200      5.29300      0.76500          AAA
     0.24200      0.39300      0.07200      2.19800      0.40400           AA
     0.04900      0.30800      0.04200      3.14700      0.90800           AA
     0.55400      0.97100      0.10100     19.16300      1.32200          AAA
     0.02100      0.08000      0.04200      0.72200      0.24200           BB
     0.10100      0.21100      0.05200      0.97000      0.34200          BBB
     0.03700      0.05800      0.04500      0.37100      0.13100           BB
     0.02000      0.02300      0.03700      0.40900      0.16500           BB
     0.07400      0.06400      0.04500      0.34300      0.09200           BB
    -0.03900      0.02200      0.01800      0.93300      0.25200          BBB
    -0.10400     -0.67400     -0.00500      0.44800      0.16200          CCC
    -0.05900      0.04000      0.01900      1.69900      0.34600          BBB
     0.45800      0.79200      0.09000      9.71300      0.67600          AAA
     0.14700      0.34700      0.05300      2.21700      0.39200            A
     0.34300      0.60100      0.08600      2.25500      0.31200           AA
     0.38500      0.53400      0.08200      2.03700      0.26300            A
     0.07900      0.24400      0.04300      3.27300      0.31200           AA
     0.26600      0.49600      0.07400      3.10100      0.34400           AA
     0.04000      0.17900      0.05000      0.88300      0.12300          BBB
     0.00200      0.12000      0.04100      1.21000      0.18300          BBB
     0.09100      0.11200      0.04700      0.81500      0.18300           BB
    -0.07000     -0.12000      0.01800      0.47200      0.27000           BB
     0.02100      0.12000      0.02600      2.17700      0.37600            A
     0.33300      0.50600      0.07800      3.24300      0.47700          AAA
     0.02200      0.12400      0.03200      1.29600      0.30300          BBB
     0.23500      0.41900      0.06400      2.33800      0.35900           AA
     0.33000      0.62700      0.07300      3.64300      0.50900          AAA
     0.16600      0.26700      0.05800      1.07200      0.30400          BBB
     0.10000      0.03800      0.04400      0.33200      0.11000           BB
    -0.06800     -0.39100      0.02100      0.25900      0.10800          CCC
     0.21700      0.31700      0.06300      1.36600      0.26300          BBB
     0.09500      0.09000      0.04800      0.40600      0.13200           BB
     0.36700      0.57500      0.08700      4.17300      0.46100          AAA
     0.17400     -0.14800      0.06100      0.05500      0.06300           BB
     0.46100      0.84400      0.09100     12.05100      0.89400          AAA
     0.24600      0.37600      0.06400      2.30300      0.32100           AA
     0.12200      0.52800      0.05200      5.05100      0.62600          AAA
     0.38000      0.60200      0.07600      6.24200      0.90500          AAA
     0.29800      0.68700      0.06400     11.35000      0.89100          AAA
     0.06600      0.24900      0.04200      1.99000      0.37300          BBB
     0.38100      0.60200      0.07800      5.06400      0.71100          AAA
    -0.01600     -0.02000      0.03100      0.46700      0.18600           BB
     0.22400      0.16700      0.06300      0.51500      0.14200           BB
     0.13700      0.39500      0.05100      3.21700      0.51700          AAA
    -0.05200     -0.00200      0.02900      0.76400      0.20400           BB
     0.20300      0.23200      0.05900      0.72000      0.20400          BBB
     0.03200     -0.53400      0.03900      0.08400      0.06700          CCC
     0.64800      0.85500      0.14400      7.18100      0.67500          AAA
     0.35800      0.48400      0.07900      1.49800      0.23400            A
     0.06600      0.07500      0.05000      0.78200      0.20000           BB
    -0.03200     -0.04200      0.02600      0.78400      0.27700           BB
     0.01800      0.19500      0.03900      1.30200      0.21900          BBB
    -0.17200     -0.32400     -0.00900      0.31400      0.11700            B
     0.00700     -0.02900      0.03800      0.29000      0.09100            B
     0.20900      0.41200      0.05500      3.99500      0.46300          AAA
    -0.00700     -0.03300      0.03800      0.41000      0.15100            B
     0.23800      0.57400      0.07100      5.04200      0.43600          AAA
     0.12200     -0.14600      0.07500      0.07200      0.06500            B
     0.14200      0.51900      0.06000      4.64500      0.84100          AAA
     0.14700      0.39700      0.05600      0.89700      0.21300          BBB
     0.09500      0.15300      0.04900      1.07300      0.24800          BBB
     0.09100      0.21700      0.04400      1.19400      0.28500          BBB
     0.14700      0.33600      0.05200      2.28400      0.38500           AA
     0.30500      0.26900      0.08400      0.78700      0.14000          BBB
     0.27500      0.39400      0.08000      1.27400      0.18800          BBB
     0.06600      0.18100      0.04300      0.99400      0.27300           BB
     0.49100      0.88400      0.08800     15.68600      0.83400          AAA
    -0.00700      0.12800      0.03600      1.04500      0.31300          BBB
     0.16900      0.18700      0.05800      0.80800      0.21300          BBB
     0.00900     -0.10700      0.03600      0.28400      0.11700            B
     0.14600      0.28900      0.05300      1.26700      0.31200          BBB
     0.27600      0.49200      0.06400      2.70900      0.47600           AA
     0.12100      0.21200      0.05100      1.10200      0.24400          BBB
     0.03700      0.17400      0.04100      1.04900      0.29100          BBB
    -0.07300     -0.24200      0.01600      0.42200      0.13400            B
     0.09400      0.26300      0.05200      1.71600      0.34000            A
     0.12400      0.24700      0.05700      1.82200      0.30000          BBB
    -0.17700     -0.11200     -0.00900      1.30200      0.33600          BBB
     0.13100      0.31300      0.05500      1.74300      0.36400            A
     0.00600     -0.24700      0.03200      0.10300      0.08000            B
     0.24000      0.37200      0.06900      1.89200      0.34300            A
     0.05200      0.25400      0.03800      1.95000      0.40600            A
     0.26200      0.45900      0.07100      3.29700      0.28600          AAA
    -0.05500      0.01700      0.02000      1.00500      0.39400           BB
     0.09200     -0.17800      0.04900      0.05100      0.06800            B
    -0.01100      0.11900      0.03000      1.05900      0.17600          BBB
     0.25600      0.34500      0.05900      2.98400      0.73000           AA
    -0.02300      0.11700      0.03300      0.53500      0.16900           BB
     0.02700      0.26500      0.03600      2.48700      0.35800           AA
     0.02000     -0.04600      0.02900      0.38700      0.25700           BB
     0.16000      0.26400      0.05600      1.81500      0.26000            A
     0.10100      0.24300      0.04900      1.56400      0.34400          BBB
     0.12700      0.20200      0.05100      0.90500      0.25300          BBB
     0.07700      0.18300      0.05100      0.84400      0.21300          BBB
     0.11500      0.20400      0.05100      0.67500      0.16800           BB
     0.21000      0.31000      0.05900      0.93800      0.26600          BBB
    -0.05700     -0.18700      0.01300      0.55200      0.23800           BB
     0.01400      0.10000      0.03900      1.30000      0.22400           BB
     0.10300      0.21000      0.05500      0.49400      0.12100          BBB
     0.18800      0.27700      0.05600      1.96800      0.37400            A
     0.02000      0.07500      0.03200      0.73300      0.13200           BB
    -0.58200     -1.18200     -0.08400      1.45800      0.88400            B
    -0.02600      0.00500      0.03000      0.88300      0.10300          BBB
     0.10100     -0.02900      0.05300      0.11400      0.06400           BB
     0.05600      0.13900      0.04200      0.46800      0.11500           BB
    -0.00400      0.21400      0.03500      2.19800      0.36700            A
     0.16200      0.37600      0.06000      1.81700      0.21400            A
     0.52800      0.61300      0.10600      2.05100      0.20700           AA
     0.23600      0.31900      0.05900      0.89700      0.29000          BBB
     0.01400      0.13200      0.03400      1.68500      0.29800            A
     0.20200      0.30000      0.06100      2.06900      0.25900            A
    -0.01300      0.12400      0.03100      2.34400      0.74000            A
    -0.09300     -0.27700      0.01300      0.36800      0.15700           BB
     0.18200      0.19600      0.05800      1.39300      0.25200          BBB
     0.17900      0.34000      0.05300      2.12200      0.40600            A
